,generator,pi_type,cohesion,xlim 0.53 UC m,xlim 0.53 UC b,xlim 0.53 LC m,xlim 0.53 LC b,xlim 0.53 LOBF m,xlim 0.53 LOBF b,xlim 0.54 UC m,xlim 0.54 UC b,xlim 0.54 LC m,xlim 0.54 LC b,xlim 0.54 LOBF m,xlim 0.54 LOBF b,xlim 0.55 UC m,xlim 0.55 UC b,xlim 0.55 LC m,xlim 0.55 LC b,xlim 0.55 LOBF m,xlim 0.55 LOBF b,xlim 0.56 UC m,xlim 0.56 UC b,xlim 0.56 LC m,xlim 0.56 LC b,xlim 0.56 LOBF m,xlim 0.56 LOBF b
0,slate-PL,U,full,2.4913787841796875,-0.7456893920898438,0.1079559326171875,0.44602203369140625,1.3716894599373801,-0.1858262114501711,2.4326324462890625,-0.7163162231445312,0.3681182861328125,0.31594085693359375,1.3716894599373801,-0.1858262114501711,2.4242401123046875,-0.7121200561523438,0.9723663330078125,0.01381683349609375,1.3716894599373801,-0.1858262114501711,2.1976470947265625,-0.5988235473632812,0.9807586669921875,0.00962066650390625,1.3716894599373801,-0.1858262114501711
1,slate-PL,U,polarized,2.1976470947265625,-0.5988235473632812,0.1163482666015625,0.44182586669921875,1.351181887346853,-0.17813261034009317,2.1976470947265625,-0.5988235473632812,0.2254486083984375,0.38727569580078125,1.351181887346853,-0.17813261034009317,2.0885467529296875,-0.5442733764648438,0.9639739990234375,0.01801300048828125,1.351181887346853,-0.17813261034009317,1.9290924072265625,-0.46454620361328125,0.9807586669921875,0.00962066650390625,1.351181887346853,-0.17813261034009317
2,slate-PL,XA,full,2.8858184814453125,-0.9429092407226562,-0.0011444091796875,0.5005722045898438,1.2087493713599717,-0.08734382148245483,2.3822784423828125,-0.6911392211914062,0.0240325927734375,0.48798370361328125,1.2087493713599717,-0.08734382148245483,2.1976470947265625,-0.5988235473632812,0.0492095947265625,0.47539520263671875,1.2087493713599717,-0.08734382148245483,2.1808624267578125,-0.5904312133789062,0.2338409423828125,0.38307952880859375,1.2087493713599717,-0.08734382148245483
3,slate-PL,XA,polarized,2.1808624267578125,-0.5904312133789062,-0.0011444091796875,0.5005722045898438,1.1850574109539926,-0.08117685362514439,2.1808624267578125,-0.5904312133789062,0.0240325927734375,0.48798370361328125,1.1850574109539926,-0.08117685362514439,1.9626617431640625,-0.48133087158203125,0.0492095947265625,0.47539520263671875,1.1850574109539926,-0.08117685362514439,1.9374847412109375,-0.46874237060546875,0.2674102783203125,0.36629486083984375,1.1850574109539926,-0.08117685362514439
4,slate-PL,XB,full,2.0214080810546875,-0.5107040405273438,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631,2.0717620849609375,-0.5358810424804688,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631,1.9207000732421875,-0.46035003662109375,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631,1.8115997314453125,-0.40579986572265625,-0.0011444091796875,0.5005722045898438,1.2085804902581077,-0.12338283772164631
5,slate-PL,XB,polarized,1.7780303955078125,-0.38901519775390625,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131,1.8032073974609375,-0.40160369873046875,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131,1.6269683837890625,-0.31348419189453125,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131,1.6185760498046875,-0.30928802490234375,-0.0011444091796875,0.5005722045898438,1.18988465339175,-0.11211362299217131
6,slate-PL,AX,full,2.9026031494140625,-0.9513015747070312,0.0911712646484375,0.45441436767578125,1.217106471342127,-0.07987628093855281,2.7767181396484375,-0.8883590698242188,0.1583099365234375,0.42084503173828125,1.217106471342127,-0.07987628093855281,2.4242401123046875,-0.7121200561523438,0.3597259521484375,0.32013702392578125,1.217106471342127,-0.07987628093855281,2.2396087646484375,-0.6198043823242188,0.4772186279296875,0.26139068603515625,1.217106471342127,-0.07987628093855281
7,slate-PL,AX,polarized,2.8438568115234375,-0.9219284057617188,0.7205963134765625,0.13970184326171875,1.2100861965935295,-0.07051532051898687,2.8438568115234375,-0.9219284057617188,0.8129119873046875,0.09354400634765625,1.2100861965935295,-0.07051532051898687,2.3319244384765625,-0.6659622192382812,0.9136199951171875,0.04319000244140625,1.2100861965935295,-0.07051532051898687,2.1808624267578125,-0.5904312133789062,0.9387969970703125,0.03060150146484375,1.2100861965935295,-0.07051532051898687
8,slate-PL,BX,full,1.9374847412109375,-0.46874237060546875,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624,1.7948150634765625,-0.39740753173828125,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624,1.7528533935546875,-0.37642669677734375,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624,1.7024993896484375,-0.35124969482421875,-0.0011444091796875,0.5005722045898438,1.2068898947129354,-0.1318400090848624
9,slate-PL,BX,polarized,1.5514373779296875,-0.27571868896484375,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085,1.5514373779296875,-0.27571868896484375,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085,1.5514373779296875,-0.27571868896484375,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085,1.5094757080078125,-0.25473785400390625,-0.0011444091796875,0.5005722045898438,1.1966900158284581,-0.13332185976608085
10,slate-PL,X,full,2.2983551025390625,-0.6491775512695312,-0.0011444091796875,0.5005722045898438,1.0958837462078816,-0.04853035047019558,2.3067474365234375,-0.6533737182617188,-0.0011444091796875,0.5005722045898438,1.0958837462078816,-0.04853035047019558,2.0801544189453125,-0.5400772094726562,-0.0011444091796875,0.5005722045898438,1.0958837462078816,-0.04853035047019558,1.9039154052734375,-0.45195770263671875,-0.0011444091796875,0.5005722045898438,1.0958837462078816,-0.04853035047019558
11,slate-PL,X,polarized,2.1305084228515625,-0.5652542114257812,-0.0011444091796875,0.5005722045898438,1.0776154121957828,-0.04054844683863227,2.2228240966796875,-0.6114120483398438,-0.0011444091796875,0.5005722045898438,1.0776154121957828,-0.04054844683863227,1.7696380615234375,-0.38481903076171875,0.0659942626953125,0.46700286865234375,1.0776154121957828,-0.04054844683863227,1.7024993896484375,-0.35124969482421875,0.0659942626953125,0.46700286865234375,1.0776154121957828,-0.04054844683863227
12,slate-PL,U,full,4.4719696044921875,-1.7359848022460938,1.6941070556640625,-0.34705352783203125,2.6790382925185283,-0.8379417225812255,3.6830902099609375,-1.3415451049804688,1.7948150634765625,-0.39740753173828125,2.6790382925185283,-0.8379417225812255,3.6243438720703125,-1.3121719360351562,1.8535614013671875,-0.42678070068359375,2.6790382925185283,-0.8379417225812255,3.6327362060546875,-1.3163681030273438,1.9374847412109375,-0.46874237060546875,2.6790382925185283,-0.8379417225812255
13,slate-PL,U,polarized,4.2621612548828125,-1.6310806274414062,1.7948150634765625,-0.39740753173828125,2.6520998672835256,-0.8262915836991679,3.5572052001953125,-1.2786026000976562,1.7948150634765625,-0.39740753173828125,2.6520998672835256,-0.8262915836991679,3.3222198486328125,-1.1611099243164062,1.8451690673828125,-0.42258453369140625,2.6520998672835256,-0.8262915836991679,3.4145355224609375,-1.2072677612304688,1.8451690673828125,-0.42258453369140625,2.6520998672835256,-0.8262915836991679
14,slate-PL,XA,full,4.3460845947265625,-1.6730422973632812,0.2758026123046875,0.36209869384765625,2.3798880957818653,-0.6641467943226717,3.8845062255859375,-1.4422531127929688,1.1821746826171875,-0.09108734130859375,2.3798880957818653,-0.6641467943226717,3.8593292236328125,-1.4296646118164062,1.5598297119140625,-0.27991485595703125,2.3798880957818653,-0.6641467943226717,3.8425445556640625,-1.4212722778320312,1.6017913818359375,-0.30089569091796875,2.3798880957818653,-0.6641467943226717
15,slate-PL,XA,polarized,4.0943145751953125,-1.5471572875976562,0.9387969970703125,0.03060150146484375,2.3460824782465743,-0.6485703288284281,4.0103912353515625,-1.5051956176757812,1.4423370361328125,-0.22116851806640625,2.3460824782465743,-0.6485703288284281,3.8845062255859375,-1.4422531127929688,1.6017913818359375,-0.30089569091796875,2.3460824782465743,-0.6485703288284281,3.8593292236328125,-1.4296646118164062,1.6017913818359375,-0.30089569091796875,2.3460824782465743,-0.6485703288284281
16,slate-PL,XB,full,3.7754058837890625,-1.3877029418945312,-0.0011444091796875,0.5005722045898438,2.3629303597646216,-0.6920966432042226,3.4900665283203125,-1.2450332641601562,-0.0011444091796875,0.5005722045898438,2.3629303597646216,-0.6920966432042226,3.3725738525390625,-1.1862869262695312,0.0240325927734375,0.48798370361328125,2.3629303597646216,-0.6920966432042226,3.3725738525390625,-1.1862869262695312,0.5107879638671875,0.24460601806640625,2.3629303597646216,-0.6920966432042226
17,slate-PL,XB,polarized,3.3138275146484375,-1.1569137573242188,-0.0011444091796875,0.5005722045898438,2.3377919583033906,-0.674006902289287,3.3138275146484375,-1.1569137573242188,-0.0011444091796875,0.5005722045898438,2.3377919583033906,-0.674006902289287,3.2634735107421875,-1.1317367553710938,0.5107879638671875,0.24460601806640625,2.3377919583033906,-0.674006902289287,3.2382965087890625,-1.1191482543945312,0.8045196533203125,0.09774017333984375,2.3377919583033906,-0.674006902289287
18,slate-PL,AX,full,4.3209075927734375,-1.6604537963867188,0.6618499755859375,0.16907501220703125,2.216589180625628,-0.5676971638398282,3.7166595458984375,-1.3583297729492188,1.4591217041015625,-0.22956085205078125,2.216589180625628,-0.5676971638398282,3.6998748779296875,-1.3499374389648438,1.6353607177734375,-0.31768035888671875,2.216589180625628,-0.5676971638398282,3.7082672119140625,-1.3541336059570312,1.8451690673828125,-0.42258453369140625,2.216589180625628,-0.5676971638398282
19,slate-PL,AX,polarized,4.3209075927734375,-1.6604537963867188,1.7444610595703125,-0.37223052978515625,2.2017943954437666,-0.5489321508381961,3.7670135498046875,-1.3835067749023438,1.8703460693359375,-0.43517303466796875,2.2017943954437666,-0.5489321508381961,3.4732818603515625,-1.2366409301757812,1.8703460693359375,-0.43517303466796875,2.2017943954437666,-0.5489321508381961,3.4900665283203125,-1.2450332641601562,1.9123077392578125,-0.45615386962890625,2.2017943954437666,-0.5489321508381961
20,slate-PL,BX,full,4.8664093017578125,-1.9332046508789062,-0.0011444091796875,0.5005722045898438,2.4780508666028203,-0.7390619821379586,4.5139312744140625,-1.7569656372070312,-0.0011444091796875,0.5005722045898438,2.4780508666028203,-0.7390619821379586,4.4971466064453125,-1.7485733032226562,0.0995635986328125,0.45021820068359375,2.4780508666028203,-0.7390619821379586,4.4971466064453125,-1.7485733032226562,0.8296966552734375,0.08515167236328125,2.4780508666028203,-0.7390619821379586
21,slate-PL,BX,polarized,4.4971466064453125,-1.7485733032226562,-0.0011444091796875,0.5005722045898438,2.4578709894514477,-0.721874944891138,4.2621612548828125,-1.6310806274414062,0.6954193115234375,0.15229034423828125,2.4578709894514477,-0.721874944891138,4.4971466064453125,-1.7485733032226562,0.7457733154296875,0.12711334228515625,2.4578709894514477,-0.721874944891138,4.2621612548828125,-1.6310806274414062,0.8296966552734375,0.08515167236328125,2.4578709894514477,-0.721874944891138
22,slate-PL,X,full,5.2692413330078125,-2.1346206665039062,-0.0011444091796875,0.5005722045898438,2.0888039521416015,-0.5090150890956371,4.4803619384765625,-1.7401809692382812,0.0827789306640625,0.45861053466796875,2.0888039521416015,-0.5090150890956371,4.3712615966796875,-1.6856307983398438,0.3765106201171875,0.31174468994140625,2.0888039521416015,-0.5090150890956371,3.9768218994140625,-1.4884109497070312,1.3164520263671875,-0.15822601318359375,2.0888039521416015,-0.5090150890956371
23,slate-PL,X,polarized,5.3783416748046875,-2.1891708374023438,0.1331329345703125,0.43343353271484375,2.0751069636745627,-0.48675219205456427,4.4803619384765625,-1.7401809692382812,1.3164520263671875,-0.15822601318359375,2.0751069636745627,-0.48675219205456427,4.3712615966796875,-1.6856307983398438,1.3584136962890625,-0.17920684814453125,2.0751069636745627,-0.48675219205456427,3.6327362060546875,-1.3163681030273438,1.4003753662109375,-0.20018768310546875,2.0751069636745627,-0.48675219205456427
